RUN_ID	MODE	STOPWORDS	MIN_FREQ	MIN_PMI	MAP	POSTINGS_COST	DICT_SIZE	TERMS_SIZE	NGRAMS	AVGDL	SUMDF
20250821_173744_phrases_english_-1_6_11	phrases	english	6	11	0.3078	1232.8673	2417	126211	64	90.15071428571429	78124
20250821_173850_phrases_english_-1_6_12	phrases	english	6	12	0.3082	1234.6726	2382	126624	27	90.44571428571429	78278
20250821_173954_phrases_english_-1_6_13	phrases	english	6	13	0.3101	1235.1150	2366	126799	9	90.57071428571429	78352
20250821_174055_phrases_english_-1_6_14	phrases	english	6	14	0.3102	1235.1150	2362	126842	4	90.60142857142857	78373
20250821_174202_phrases_english_-1_6_15	phrases	english	6	15	0.3102	1235.1150	2359	126869	0	90.62071428571429	78376
20250821_174303_phrases_english_-1_6_16	phrases	english	6	16	0.3102	1235.1150	2359	126869	0	90.62071428571429	78376
20250821_174405_phrases_english_-1_6_17	phrases	english	6	17	0.3102	1235.1150	2359	126869	0	90.62071428571429	78376
20250821_174506_phrases_english_-1_6_24	phrases	english	6	24	0.3102	1235.1150	2359	126869	0	90.62071428571429	78376
20250821_174605_phrases_english_-1_6_48	phrases	english	6	48	0.3102	1235.1150	2359	126869	0	90.62071428571429	78376
20250821_174706_phrases_english_-1_7_0	phrases	english	7	0	0.2310	623.8142	3223	109292	1073	78.06571428571428	75469
20250821_174816_phrases_english_-1_7_1	phrases	english	7	1	0.2329	629.7522	3220	109292	1070	78.06571428571428	75375
20250821_174926_phrases_english_-1_7_2	phrases	english	7	2	0.2323	635.3097	3197	109357	1047	78.11214285714286	75242
20250821_175037_phrases_english_-1_7_3	phrases	english	7	3	0.2327	650.7257	3154	109572	1004	78.26571428571428	75177
20250821_175144_phrases_english_-1_7_4	phrases	english	7	4	0.2412	676.8230	3060	110363	910	78.83071428571428	75134
20250821_175252_phrases_english_-1_7_5	phrases	english	7	5	0.2387	748.0265	2934	111748	784	79.82	75148
20250821_175400_phrases_english_-1_7_6	phrases	english	7	6	0.2489	855.3628	2748	113674	598	81.19571428571429	75290
20250821_175508_phrases_english_-1_7_7	phrases	english	7	7	0.2709	1012.3717	2577	116381	427	83.12928571428571	75452
20250821_175616_phrases_english_-1_7_8	phrases	english	7	8	0.2973	1163.0177	2410	121097	260	86.49785714285714	76252
20250821_175725_phrases_english_-1_7_9	phrases	english	7	9	0.3007	1218.6903	2302	123686	152	88.34714285714286	76823
20250821_175833_phrases_english_-1_7_10	phrases	english	7	10	0.3030	1236.4690	2234	125113	83	89.36642857142857	77280
