RUN_ID	MODE	STOPWORDS	MIN_FREQ	MIN_PMI	MAP	POSTINGS_COST	DICT_SIZE	TERMS_SIZE	NGRAMS	AVGDL	SUMDF
20250821_171954_phrases_english_-1_5_15	phrases	english	5	15	0.3302	1287.0000	2615	127645	1	91.175	79132
20250821_172103_phrases_english_-1_5_16	phrases	english	5	16	0.3302	1287.0000	2614	127648	0	91.17714285714285	79131
20250821_172207_phrases_english_-1_5_17	phrases	english	5	17	0.3302	1287.0000	2614	127648	0	91.17714285714285	79131
20250821_172308_phrases_english_-1_5_24	phrases	english	5	24	0.3302	1287.0000	2614	127648	0	91.17714285714285	79131
20250821_172410_phrases_english_-1_5_48	phrases	english	5	48	0.3302	1287.0000	2614	127648	0	91.17714285714285	79131
20250821_172511_phrases_english_-1_6_0	phrases	english	6	0	0.2374	653.3056	3704	108857	1354	77.755	75943
20250821_172620_phrases_english_-1_6_1	phrases	english	6	1	0.2376	674.1389	3696	108863	1346	77.75928571428571	75853
20250821_172728_phrases_english_-1_6_2	phrases	english	6	2	0.2376	677.3333	3664	108937	1314	77.81214285714286	75682
20250821_172837_phrases_english_-1_6_3	phrases	english	6	3	0.2376	702.4444	3609	109185	1259	77.98928571428571	75616
20250821_172945_phrases_english_-1_6_4	phrases	english	6	4	0.2442	726.6111	3490	110059	1140	78.61357142857143	75586
20250821_173055_phrases_english_-1_6_5	phrases	english	6	5	0.2440	776.8333	3326	111572	976	79.69428571428571	75634
20250821_173203_phrases_english_-1_6_6	phrases	english	6	6	0.2605	876.4167	3090	113712	740	81.22285714285714	75810
20250821_173311_phrases_english_-1_6_7	phrases	english	6	7	0.2760	963.8889	2883	116571	533	83.265	76015
20250821_173420_phrases_english_-1_6_8	phrases	english	6	8	0.3076	1074.2222	2686	121408	336	86.72	76833
20250821_173529_phrases_english_-1_6_9	phrases	english	6	9	0.3067	1236.9167	2556	124095	206	88.63928571428572	77428
20250821_173639_phrases_english_-1_6_10	phrases	english	6	10	0.3034	1280.9722	2468	125638	116	89.74142857142857	77916
20250821_173744_phrases_english_-1_6_11	phrases	english	6	11	0.3143	1291.0833	2417	126211	64	90.15071428571429	78124
20250821_173850_phrases_english_-1_6_12	phrases	english	6	12	0.3272	1296.4167	2382	126624	27	90.44571428571429	78278
20250821_173954_phrases_english_-1_6_13	phrases	english	6	13	0.3302	1297.0000	2366	126799	9	90.57071428571429	78352
20250821_174055_phrases_english_-1_6_14	phrases	english	6	14	0.3302	1297.0000	2362	126842	4	90.60142857142857	78373
20250821_174202_phrases_english_-1_6_15	phrases	english	6	15	0.3301	1297.0000	2359	126869	0	90.62071428571429	78376
20250821_174303_phrases_english_-1_6_16	phrases	english	6	16	0.3301	1297.0000	2359	126869	0	90.62071428571429	78376
20250821_174405_phrases_english_-1_6_17	phrases	english	6	17	0.3301	1297.0000	2359	126869	0	90.62071428571429	78376
20250821_174506_phrases_english_-1_6_24	phrases	english	6	24	0.3301	1297.0000	2359	126869	0	90.62071428571429	78376
20250821_174605_phrases_english_-1_6_48	phrases	english	6	48	0.3301	1297.0000	2359	126869	0	90.62071428571429	78376
20250821_174706_phrases_english_-1_7_0	phrases	english	7	0	0.2541	697.6389	3223	109292	1073	78.06571428571428	75469
20250821_174816_phrases_english_-1_7_1	phrases	english	7	1	0.2544	700.9722	3220	109292	1070	78.06571428571428	75375
20250821_174926_phrases_english_-1_7_2	phrases	english	7	2	0.2542	703.1944	3197	109357	1047	78.11214285714286	75242
20250821_175037_phrases_english_-1_7_3	phrases	english	7	3	0.2554	728.4722	3154	109572	1004	78.26571428571428	75177
20250821_175144_phrases_english_-1_7_4	phrases	english	7	4	0.2549	747.8333	3060	110363	910	78.83071428571428	75134
20250821_175252_phrases_english_-1_7_5	phrases	english	7	5	0.2619	797.0000	2934	111748	784	79.82	75148
20250821_175400_phrases_english_-1_7_6	phrases	english	7	6	0.2712	896.1111	2748	113674	598	81.19571428571429	75290
20250821_175508_phrases_english_-1_7_7	phrases	english	7	7	0.2839	976.0833	2577	116381	427	83.12928571428571	75452
20250821_175616_phrases_english_-1_7_8	phrases	english	7	8	0.3181	1086.6111	2410	121097	260	86.49785714285714	76252
20250821_175725_phrases_english_-1_7_9	phrases	english	7	9	0.3195	1253.5278	2302	123686	152	88.34714285714286	76823
20250821_175833_phrases_english_-1_7_10	phrases	english	7	10	0.3140	1293.4167	2234	125113	83	89.36642857142857	77280
20250821_175938_phrases_english_-1_7_11	phrases	english	7	11	0.3277	1301.2222	2197	125607	45	89.71928571428572	77469
20250821_180043_phrases_english_-1_7_12	phrases	english	7	12	0.3339	1304.8056	2171	125965	18	89.975	77607
20250821_180150_phrases_english_-1_7_13	phrases	english	7	13	0.3370	1305.3333	2159	126118	5	90.08428571428571	77672
20250821_180255_phrases_english_-1_7_14	phrases	english	7	14	0.3370	1305.3333	2157	126149	2	90.10642857142857	77690
20250821_180359_phrases_english_-1_7_15	phrases	english	7	15	0.3370	1305.3333	2155	126164	0	90.11714285714285	77691
20250821_180459_phrases_english_-1_7_16	phrases	english	7	16	0.3370	1305.3333	2155	126164	0	90.11714285714285	77691
20250821_180601_phrases_english_-1_7_17	phrases	english	7	17	0.3370	1305.3333	2155	126164	0	90.11714285714285	77691
20250821_180701_phrases_english_-1_7_24	phrases	english	7	24	0.3370	1305.3333	2155	126164	0	90.11714285714285	77691
20250821_180803_phrases_english_-1_7_48	phrases	english	7	48	0.3370	1305.3333	2155	126164	0	90.11714285714285	77691
20250821_180903_phrases_english_-1_8_0	phrases	english	8	0	0.2517	714.2778	2889	109018	915	77.87	74606
20250821_181009_phrases_english_-1_8_1	phrases	english	8	1	0.2518	717.7222	2887	109018	913	77.87	74543
20250821_181115_phrases_english_-1_8_2	phrases	english	8	2	0.2515	719.8611	2869	109078	895	77.91285714285715	74428
20250821_181221_phrases_english_-1_8_3	phrases	english	8	3	0.2530	743.1389	2836	109265	862	78.04642857142858	74374
20250821_181329_phrases_english_-1_8_4	phrases	english	8	4	0.2530	761.6667	2760	109979	786	78.55642857142857	74316
20250821_181436_phrases_english_-1_8_5	phrases	english	8	5	0.2597	810.1111	2653	111281	679	79.48642857142858	74316
20250821_181542_phrases_english_-1_8_6	phrases	english	8	6	0.2743	906.1389	2491	113095	517	80.78214285714286	74452
20250821_181647_phrases_english_-1_8_7	phrases	english	8	7	0.2858	986.7500	2344	115664	370	82.61714285714285	74580
20250821_181753_phrases_english_-1_8_8	phrases	english	8	8	0.3188	1092.7778	2195	120281	221	85.915	75361
20250821_181857_phrases_english_-1_8_9	phrases	english	8	9	0.3163	1260.7778	2098	122819	124	87.72785714285715	75917
20250821_182001_phrases_english_-1_8_10	phrases	english	8	10	0.3203	1299.0278	2041	124179	66	88.69928571428571	76350
20250821_182107_phrases_english_-1_8_11	phrases	english	8	11	0.3269	1306.3889	2011	124630	36	89.02142857142857	76527
20250821_182212_phrases_english_-1_8_12	phrases	english	8	12	0.3347	1309.9167	1989	124960	13	89.25714285714285	76647
20250821_182315_phrases_english_-1_8_13	phrases	english	8	13	0.3371	1310.2778	1980	125093	3	89.35214285714285	76703
20250821_182419_phrases_english_-1_8_14	phrases	english	8	14	0.3371	1310.2778	1978	125124	0	89.37428571428572	76721
20250821_182522_phrases_english_-1_8_15	phrases	english	8	15	0.3371	1310.2778	1978	125124	0	89.37428571428572	76721
20250821_182622_phrases_english_-1_8_16	phrases	english	8	16	0.3371	1310.2778	1978	125124	0	89.37428571428572	76721
20250821_182724_phrases_english_-1_8_17	phrases	english	8	17	0.3371	1310.2778	1978	125124	0	89.37428571428572	76721
20250821_182826_phrases_english_-1_8_24	phrases	english	8	24	0.3371	1310.2778	1978	125124	0	89.37428571428572	76721
