RUN_ID,MODE,STOPWORDS,MIN_FREQ,MIN_PMI,MAP,POSTINGS_COST,DICT_SIZE,TERMS_SIZE,NGRAMS,AVGDL,SUMDF, p_value_map,p_value_cip,p_MAP <0.05,p_CiP < 0.05
20250821_162515_phrases_english_-1_2_7,phrases,english,2,7,0.2534,1009.8584,6857,118615,2684,84.725,80372,0.00385410818738131,2.19556013660145E-032,TRUE,TRUE
20250821_162628_phrases_english_-1_2_8,phrases,english,2,8,0.2796,1172.9292,6083,124639,1908,89.0278571428571,81508,0.923401037594597,1.0650640214744E-022,FALSE,TRUE
20250821_162739_phrases_english_-1_2_9,phrases,english,2,9,0.2868,1241.0708,5438,128486,1240,91.7757142857143,82376,0.624143515844679,0.00000000000106578353906926,FALSE,TRUE
20250821_162849_phrases_english_-1_2_10,phrases,english,2,10,0.2967,1261.7876,5049,130739,821,93.385,82993,0.921191049253872,0.000923157995803355,FALSE,TRUE
20250821_163000_phrases_english_-1_2_11,phrases,english,2,11,0.2985,1267.8761,4732,131933,492,94.2378571428571,83368,0.309933534239007,0.840821525225643,FALSE,FALSE
20250821_163112_phrases_english_-1_2_12,phrases,english,2,12,0.3036,1270.0531,4564,132722,294,94.8014285714286,83603,0.602412277696151,0.00287861008120093,FALSE,TRUE
20250821_163223_phrases_english_-1_2_13,phrases,english,2,13,0.3064,1269.8761,4440,133189,151,95.135,83759,0.29973169689703,0.0000657224095299227,FALSE,TRUE
20250821_163332_phrases_english_-1_2_14,phrases,english,2,14,0.3064,1269.9823,4390,133396,83,95.2828571428571,83832,0.251322103474855,0.0000321600152956663,FALSE,TRUE
20250821_163440_phrases_english_-1_2_15,phrases,english,2,15,0.3069,1269.9823,4356,133545,34,95.3892857142857,83881,0.213153000968908,0.0000321600152956663,FALSE,TRUE
20250821_163545_phrases_english_-1_2_16,phrases,english,2,16,0.3069,1270,4347,133593,12,95.4235714285714,83902,0.121371112972429,0.0000321600152956663,FALSE,TRUE
20250821_163650_phrases_english_-1_2_17,phrases,english,2,17,0.3069,1270,4349,133616,0,95.44,83913,0.17966501480803,0.0000321600152956663,FALSE,TRUE
20250821_163755_phrases_english_-1_2_24,phrases,english,2,24,0.3069,1270,4349,133616,0,95.44,83913,0.17966501480803,0.0000321600152956663,FALSE,TRUE
20250821_163900_phrases_english_-1_2_48,phrases,english,2,48,0.3069,1270,4349,133616,0,95.44,83913,0.17966501480803,0.0000321600152956663,FALSE,TRUE
20250821_164005_phrases_english_-1_4_0,phrases,english,4,0,0.2008,547.646,5392,108052,2439,77.18,77560,0.0000000000000426349634709633,1.92592994438724E-034,TRUE,TRUE
20250821_164113_phrases_english_-1_4_1,phrases,english,4,1,0.2027,558.9912,5376,108073,2423,77.195,77458,0.000000000000072372271294762,1.92592994438724E-034,TRUE,TRUE
20250821_164221_phrases_english_-1_4_2,phrases,english,4,2,0.2021,567.7522,5305,108193,2352,77.2807142857143,77205,0.000000000000072372271294762,1.92592994438724E-034,TRUE,TRUE
20250821_164328_phrases_english_-1_4_3,phrases,english,4,3,0.2049,593.6903,5184,108612,2231,77.58,77121,0.00000000000186756659097355,1.92592994438724E-034,TRUE,TRUE
20250821_164440_phrases_english_-1_4_4,phrases,english,4,4,0.2157,621.3009,4969,109698,2015,78.3557142857143,77107,0.000000000014198610816551,1.92592994438724E-034,TRUE,TRUE
20250821_164552_phrases_english_-1_4_5,phrases,english,4,5,0.2126,697.7788,4654,111616,1700,79.7257142857143,77189,0.000000000000226015028384388,1.92592994438724E-034,TRUE,TRUE
20250821_164704_phrases_english_-1_4_6,phrases,english,4,6,0.2253,825.7345,4250,114239,1297,81.5992857142857,77437,0.000000251941251463062,1.92592994438724E-034,TRUE,TRUE
20250821_164812_phrases_english_-1_4_7,phrases,english,4,7,0.2619,995.6106,3904,117509,950,83.935,77710,0.0050235183334827,1.24068407017426E-030,TRUE,TRUE
20250821_164920_phrases_english_-1_4_8,phrases,english,4,8,0.2888,1154.2212,3584,122735,630,87.6678571428571,78610,0.492645066486504,2.54495991808161E-015,FALSE,TRUE
20250821_165029_phrases_english_-1_4_9,phrases,english,4,9,0.2954,1215.1416,3346,125792,390,89.8514285714286,79288,0.492645066486504,0.000271817752202842,FALSE,TRUE
20250821_165136_phrases_english_-1_4_10,phrases,english,4,10,0.3059,1234.2212,3205,127524,245,91.0885714285714,79810,0.435114494892302,0.56209268505379,FALSE,FALSE
20250821_165242_phrases_english_-1_4_11,phrases,english,4,11,0.3089,1238.7345,3106,128280,141,91.6285714285714,80077,0.319727320700265,0.057163645246602,FALSE,FALSE
20250821_165349_phrases_english_-1_4_12,phrases,english,4,12,0.309,1240.5929,3044,128816,74,92.0114285714286,80251,0.61373446763014,0.00419553418539486,FALSE,TRUE
20250821_165453_phrases_english_-1_4_13,phrases,english,4,13,0.3096,1241.1239,3006,129079,34,92.1992857142857,80351,0.421523343615771,0.0022383457179088,FALSE,TRUE
20250821_165558_phrases_english_-1_4_14,phrases,english,4,14,0.3096,1241.1416,2989,129185,14,92.275,80400,0.546713483598813,0.0022383457179088,FALSE,TRUE
20250821_165701_phrases_english_-1_4_15,phrases,english,4,15,0.3096,1241.1416,2981,129248,2,92.32,80420,0.546713483598813,0.0022383457179088,FALSE,TRUE
20250821_165805_phrases_english_-1_4_16,phrases,english,4,16,0.3096,1241.1416,2980,129255,0,92.325,80420,0.546713483598813,0.0022383457179088,FALSE,TRUE
20250821_165906_phrases_english_-1_4_17,phrases,english,4,17,0.3096,1241.1416,2980,129255,0,92.325,80420,0.546713483598813,0.0022383457179088,FALSE,TRUE
20250821_170006_phrases_english_-1_4_24,phrases,english,4,24,0.3096,1241.1416,2980,129255,0,92.325,80420,0.546713483598813,0.0022383457179088,FALSE,TRUE
20250821_170109_phrases_english_-1_4_48,phrases,english,4,48,0.3096,1241.1416,2980,129255,0,92.325,80420,0.546713483598813,0.0022383457179088,FALSE,TRUE
20250821_170210_phrases_english_-1_5_0,phrases,english,5,0,0.2106,556.6018,4365,108248,1765,77.32,76546,0.000000000023144662509617,1.92592994438724E-034,TRUE,TRUE
20250821_170321_phrases_english_-1_5_1,phrases,english,5,1,0.2125,564.1416,4352,108267,1752,77.3335714285714,76440,0.0000000000376517733632375,1.92592994438724E-034,TRUE,TRUE
20250821_170431_phrases_english_-1_5_2,phrases,english,5,2,0.2123,569.9381,4304,108355,1704,77.3964285714286,76213,0.0000000000376517733632375,1.92592994438724E-034,TRUE,TRUE
20250821_170537_phrases_english_-1_5_3,phrases,english,5,3,0.2122,591.646,4228,108681,1628,77.6292857142857,76144,0.00000000000863755165599646,1.92592994438724E-034,TRUE,TRUE
20250821_170644_phrases_english_-1_5_4,phrases,english,5,4,0.2225,621.1947,4068,109670,1468,78.3357142857143,76123,0.000000000014198610816551,1.92592994438724E-034,TRUE,TRUE
20250821_170757_phrases_english_-1_5_5,phrases,english,5,5,0.2217,694.3894,3835,111400,1235,79.5714285714286,76183,0.000000000023144662509617,2.19556013660145E-032,TRUE,TRUE
20250821_170908_phrases_english_-1_5_6,phrases,english,5,6,0.235,825.6549,3536,113742,936,81.2442857142857,76390,0.000000126077153217177,2.19556013660145E-032,TRUE,TRUE
20250821_171021_phrases_english_-1_5_7,phrases,english,5,7,0.2649,987.9823,3280,116753,680,83.395,76603,0.00905798333753257,1.24068407017426E-030,TRUE,TRUE
20250821_171130_phrases_english_-1_5_8,phrases,english,5,8,0.2889,1143.9292,3035,121771,435,86.9792857142857,77476,0.492645066486504,0.0000000000000426349634709633,FALSE,TRUE
20250821_171244_phrases_english_-1_5_9,phrases,english,5,9,0.2949,1200.2301,2870,124598,270,88.9985714285714,78102,0.144782339330051,0.000237468014627488,FALSE,TRUE
20250821_171401_phrases_english_-1_5_10,phrases,english,5,10,0.3053,1218.9381,2768,126202,166,90.1442857142857,78608,0.140956288212309,0.848194783596566,FALSE,FALSE
20250821_171511_phrases_english_-1_5_11,phrases,english,5,11,0.3085,1223.3363,2702,126846,97,90.6042857142857,78836,0.276013892492502,0.12847543208576,FALSE,FALSE
20250821_171623_phrases_english_-1_5_12,phrases,english,5,12,0.3068,1225.1858,2656,127310,49,90.9357142857143,79002,0.197789863068083,0.022297954801948,FALSE,TRUE
20250821_171734_phrases_english_-1_5_13,phrases,english,5,13,0.3083,1225.6283,2632,127516,23,91.0828571428571,79084,0.276013892492502,0.0177657812803871,FALSE,TRUE
20250821_171844_phrases_english_-1_5_14,phrases,english,5,14,0.3093,1225.646,2621,127595,10,91.1392857142857,79117,0.488434464532633,0.0177657812803871,FALSE,TRUE
20250821_171954_phrases_english_-1_5_15,phrases,english,5,15,0.3093,1225.646,2615,127645,1,91.175,79132,0.488434464532633,0.0177657812803871,FALSE,TRUE
20250821_172103_phrases_english_-1_5_16,phrases,english,5,16,0.3093,1225.646,2614,127648,0,91.1771428571429,79131,0.488434464532633,0.0177657812803871,FALSE,TRUE
20250821_172207_phrases_english_-1_5_17,phrases,english,5,17,0.3093,1225.646,2614,127648,0,91.1771428571429,79131,0.488434464532633,0.0177657812803871,FALSE,TRUE
20250821_172308_phrases_english_-1_5_24,phrases,english,5,24,0.3093,1225.646,2614,127648,0,91.1771428571429,79131,0.488434464532633,0.0177657812803871,FALSE,TRUE
20250821_172410_phrases_english_-1_5_48,phrases,english,5,48,0.3093,1225.646,2614,127648,0,91.1771428571429,79131,0.488434464532633,0.0177657812803871,FALSE,TRUE
20250821_172511_phrases_english_-1_6_0,phrases,english,6,0,0.2264,595.6903,3704,108857,1354,77.755,75943,0.0000000110092230845601,1.92592994438724E-034,TRUE,TRUE
20250821_172620_phrases_english_-1_6_1,phrases,english,6,1,0.2284,602.4779,3696,108863,1346,77.7592857142857,75853,0.0000000169863046199875,1.92592994438724E-034,TRUE,TRUE
20250821_172728_phrases_english_-1_6_2,phrases,english,6,2,0.228,607.5044,3664,108937,1314,77.8121428571429,75682,0.0000000169863046199875,1.92592994438724E-034,TRUE,TRUE
20250821_172837_phrases_english_-1_6_3,phrases,english,6,3,0.2289,623.4513,3609,109185,1259,77.9892857142857,75616,0.0000000546197809541596,1.92592994438724E-034,TRUE,TRUE
20250821_172945_phrases_english_-1_6_4,phrases,english,6,4,0.2408,651.3451,3490,110059,1140,78.6135714285714,75586,0.00000137386778237897,1.92592994438724E-034,TRUE,TRUE
20250821_173055_phrases_english_-1_6_5,phrases,english,6,5,0.2352,721.292,3326,111572,976,79.6942857142857,75634,0.000000251941251463062,2.19556013660145E-032,TRUE,TRUE
20250821_173203_phrases_english_-1_6_6,phrases,english,6,6,0.2511,844.1504,3090,113712,740,81.2228571428571,75810,0.000149097468127496,1.24068407017426E-030,TRUE,TRUE
20250821_173311_phrases_english_-1_6_7,phrases,english,6,7,0.2727,1003.4867,2883,116571,533,83.265,76015,0.144782339330051,5.41566804944486E-026,FALSE,TRUE
20250821_173420_phrases_english_-1_6_8,phrases,english,6,8,0.2981,1154.7611,2686,121408,336,86.72,76833,0.92194882762643,0.00000000141809224864184,FALSE,TRUE
20250821_173529_phrases_english_-1_6_9,phrases,english,6,9,0.3023,1210.2035,2556,124095,206,88.6392857142857,77428,0.558394291165591,0.00905798333753257,FALSE,TRUE
20250821_173639_phrases_english_-1_6_10,phrases,english,6,10,0.3055,1228.5752,2468,125638,116,89.7414285714286,77916,0.202173106096175,0.633755648019159,FALSE,FALSE
20250821_173744_phrases_english_-1_6_11,phrases,english,6,11,0.3078,1232.8673,2417,126211,64,90.1507142857143,78124,0.276013892492502,0.0870891272237483,FALSE,FALSE
20250821_173850_phrases_english_-1_6_12,phrases,english,6,12,0.3082,1234.6726,2382,126624,27,90.4457142857143,78278,0.202173106096175,0.0132336077588263,FALSE,TRUE
20250821_173954_phrases_english_-1_6_13,phrases,english,6,13,0.3101,1235.115,2366,126799,9,90.5707142857143,78352,0.236901877780293,0.010409209767129,FALSE,TRUE
20250821_174055_phrases_english_-1_6_14,phrases,english,6,14,0.3102,1235.115,2362,126842,4,90.6014285714286,78373,0.324478780288065,0.010409209767129,FALSE,TRUE
20250821_174202_phrases_english_-1_6_15,phrases,english,6,15,0.3102,1235.115,2359,126869,0,90.6207142857143,78376,0.324478780288065,0.010409209767129,FALSE,TRUE
20250821_174303_phrases_english_-1_6_16,phrases,english,6,16,0.3102,1235.115,2359,126869,0,90.6207142857143,78376,0.324478780288065,0.010409209767129,FALSE,TRUE
20250821_174405_phrases_english_-1_6_17,phrases,english,6,17,0.3102,1235.115,2359,126869,0,90.6207142857143,78376,0.324478780288065,0.010409209767129,FALSE,TRUE
20250821_174506_phrases_english_-1_6_24,phrases,english,6,24,0.3102,1235.115,2359,126869,0,90.6207142857143,78376,0.324478780288065,0.010409209767129,FALSE,TRUE
20250821_174605_phrases_english_-1_6_48,phrases,english,6,48,0.3102,1235.115,2359,126869,0,90.6207142857143,78376,0.324478780288065,0.010409209767129,FALSE,TRUE
20250821_174706_phrases_english_-1_7_0,phrases,english,7,0,0.231,623.8142,3223,109292,1073,78.0657142857143,75469,0.000000111069995455418,2.19556013660145E-032,TRUE,TRUE
20250821_174816_phrases_english_-1_7_1,phrases,english,7,1,0.2329,629.7522,3220,109292,1070,78.0657142857143,75375,0.000000167520209956676,2.19556013660145E-032,TRUE,TRUE
20250821_174926_phrases_english_-1_7_2,phrases,english,7,2,0.2323,635.3097,3197,109357,1047,78.1121428571429,75242,0.000000167520209956676,2.19556013660145E-032,TRUE,TRUE
20250821_175037_phrases_english_-1_7_3,phrases,english,7,3,0.2327,650.7257,3154,109572,1004,78.2657142857143,75177,0.000000167520209956676,2.19556013660145E-032,TRUE,TRUE
20250821_175144_phrases_english_-1_7_4,phrases,english,7,4,0.2412,676.823,3060,110363,910,78.8307142857143,75134,0.0000000546197809541596,2.19556013660145E-032,TRUE,TRUE
20250821_175252_phrases_english_-1_7_5,phrases,english,7,5,0.2387,748.0265,2934,111748,784,79.82,75148,0.000000126077153217177,1.24068407017426E-030,TRUE,TRUE
20250821_175400_phrases_english_-1_7_6,phrases,english,7,6,0.2489,855.3628,2748,113674,598,81.1957142857143,75290,0.0000276078699662452,4.63336374160792E-029,TRUE,TRUE
20250821_175508_phrases_english_-1_7_7,phrases,english,7,7,0.2709,1012.3717,2577,116381,427,83.1292857142857,75452,0.078485027339018,1.98082649793684E-022,FALSE,TRUE
20250821_175616_phrases_english_-1_7_8,phrases,english,7,8,0.2973,1163.0177,2410,121097,260,86.4978571428571,76252,1,0.0000000110092230845601,FALSE,TRUE
20250821_175725_phrases_english_-1_7_9,phrases,english,7,9,0.3007,1218.6903,2302,123686,152,88.3471428571429,76823,0.630633834530832,0.214976537743297,FALSE,FALSE
20250821_175833_phrases_english_-1_7_10,phrases,english,7,10,0.303,1236.469,2234,125113,83,89.3664285714286,77280,0.121512421876244,0.390927456699505,FALSE,FALSE
20250821_175938_phrases_english_-1_7_11,phrases,english,7,11,0.3079,1240.0265,2197,125607,45,89.7192857142857,77469,0.38212581052922,0.057163645246602,FALSE,FALSE
20250821_180043_phrases_english_-1_7_12,phrases,english,7,12,0.3092,1241.6549,2171,125965,18,89.975,77607,0.333705116197439,0.0132336077588263,FALSE,TRUE
20250821_180150_phrases_english_-1_7_13,phrases,english,7,13,0.3106,1242.0885,2159,126118,5,90.0842857142857,77672,0.439440101779083,0.0132336077588263,FALSE,TRUE
20250821_180255_phrases_english_-1_7_14,phrases,english,7,14,0.3105,1242.0885,2157,126149,2,90.1064285714286,77690,0.439440101779083,0.0132336077588263,FALSE,TRUE
20250821_180359_phrases_english_-1_7_15,phrases,english,7,15,0.3105,1242.0885,2155,126164,0,90.1171428571429,77691,0.439440101779083,0.0132336077588263,FALSE,TRUE
20250821_180459_phrases_english_-1_7_16,phrases,english,7,16,0.3105,1242.0885,2155,126164,0,90.1171428571429,77691,0.439440101779083,0.0132336077588263,FALSE,TRUE
20250821_180601_phrases_english_-1_7_17,phrases,english,7,17,0.3105,1242.0885,2155,126164,0,90.1171428571429,77691,0.439440101779083,0.0132336077588263,FALSE,TRUE
20250821_180701_phrases_english_-1_7_24,phrases,english,7,24,0.3105,1242.0885,2155,126164,0,90.1171428571429,77691,0.439440101779083,0.0132336077588263,FALSE,TRUE
20250821_180803_phrases_english_-1_7_48,phrases,english,7,48,0.3105,1242.0885,2155,126164,0,90.1171428571429,77691,0.439440101779083,0.0132336077588263,FALSE,TRUE
20250821_180903_phrases_english_-1_8_0,phrases,english,8,0,0.235,651.5841,2889,109018,915,77.87,74606,0.0000000401211836834024,2.19556013660145E-032,TRUE,TRUE
20250821_181009_phrases_english_-1_8_1,phrases,english,8,1,0.2347,653.9823,2887,109018,913,77.87,74543,0.0000000401211836834024,2.19556013660145E-032,TRUE,TRUE
20250821_181115_phrases_english_-1_8_2,phrases,english,8,2,0.2353,659.5929,2869,109078,895,77.9128571428572,74428,0.000000126077153217177,2.19556013660145E-032,TRUE,TRUE
20250821_181221_phrases_english_-1_8_3,phrases,english,8,3,0.2363,670.7788,2836,109265,862,78.0464285714286,74374,0.000000377805349708947,2.19556013660145E-032,TRUE,TRUE
20250821_181329_phrases_english_-1_8_4,phrases,english,8,4,0.2438,694.646,2760,109979,786,78.5564285714286,74316,0.00000108090824335837,2.19556013660145E-032,TRUE,TRUE
20250821_181436_phrases_english_-1_8_5,phrases,english,8,5,0.2437,769.3628,2653,111281,679,79.4864285714286,74316,0.00000108090824335837,1.24068407017426E-030,TRUE,TRUE
20250821_181542_phrases_english_-1_8_6,phrases,english,8,6,0.2525,872.0531,2491,113095,517,80.7821428571429,74452,0.000325838561127481,2.83196153852985E-026,TRUE,TRUE
20250821_181647_phrases_english_-1_8_7,phrases,english,8,7,0.2674,1016.7522,2344,115664,370,82.6171428571429,74580,0.0236456357497681,1.32141199819132E-020,TRUE,TRUE
20250821_181753_phrases_english_-1_8_8,phrases,english,8,8,0.2944,1165.6549,2195,120281,221,85.915,75361,1,0.0000000546197809541596,FALSE,TRUE
20250821_181857_phrases_english_-1_8_9,phrases,english,8,9,0.2976,1220.8053,2098,122819,124,87.7278571428572,75917,0.210765793978782,0.250282004691922,FALSE,FALSE
20250821_182001_phrases_english_-1_8_10,phrases,english,8,10,0.3005,1238.5044,2041,124179,66,88.6992857142857,76350,0.0644635919894938,0.390927456699505,FALSE,FALSE
20250821_182107_phrases_english_-1_8_11,phrases,english,8,11,0.304,1241.9292,2011,124630,36,89.0214285714286,76527,0.241431717565178,0.057163645246602,FALSE,FALSE
20250821_182212_phrases_english_-1_8_12,phrases,english,8,12,0.3055,1243.4779,1989,124960,13,89.2571428571429,76647,0.171564697154242,0.00758481177543162,FALSE,TRUE
20250821_182315_phrases_english_-1_8_13,phrases,english,8,13,0.3069,1243.885,1980,125093,3,89.3521428571429,76703,0.20649820735971,0.00758481177543162,FALSE,TRUE
20250821_182419_phrases_english_-1_8_14,phrases,english,8,14,0.3069,1243.885,1978,125124,0,89.3742857142857,76721,0.20649820735971,0.00758481177543162,FALSE,TRUE
20250821_182522_phrases_english_-1_8_15,phrases,english,8,15,0.3069,1243.885,1978,125124,0,89.3742857142857,76721,0.20649820735971,0.00758481177543162,FALSE,TRUE
20250821_182622_phrases_english_-1_8_16,phrases,english,8,16,0.3069,1243.885,1978,125124,0,89.3742857142857,76721,0.20649820735971,0.00758481177543162,FALSE,TRUE
20250821_182724_phrases_english_-1_8_17,phrases,english,8,17,0.3069,1243.885,1978,125124,0,89.3742857142857,76721,0.20649820735971,0.00758481177543162,FALSE,TRUE
20250821_182826_phrases_english_-1_8_24,phrases,english,8,24,0.3069,1243.885,1978,125124,0,89.3742857142857,76721,0.20649820735971,0.00758481177543162,FALSE,TRUE
20250821_182929_phrases_english_-1_8_48,phrases,english,8,48,0.3069,1243.885,1978,125124,0,89.3742857142857,76721,0.20649820735971,0.00758481177543162,FALSE,TRUE
20250821_183032_phrases_english_-1_9_0,phrases,english,9,0,0.2363,663.646,2586,108956,760,77.8257142857143,73877,0.00000000548986844623981,2.19556013660145E-032,TRUE,TRUE
20250821_183140_phrases_english_-1_9_1,phrases,english,9,1,0.236,665.9912,2584,108956,758,77.8257142857143,73814,0.00000000151978821622999,2.19556013660145E-032,TRUE,TRUE
20250821_183247_phrases_english_-1_9_2,phrases,english,9,2,0.2367,671,2572,109008,746,77.8628571428571,73713,0.00000000548986844623981,2.19556013660145E-032,TRUE,TRUE
20250821_183354_phrases_english_-1_9_3,phrases,english,9,3,0.2375,681.9646,2546,109180,720,77.9857142857143,73670,0.0000000121596032326563,2.19556013660145E-032,TRUE,TRUE
20250821_183457_phrases_english_-1_9_4,phrases,english,9,4,0.2466,705.5221,2482,109843,656,78.4592857142857,73615,0.00000072935679653366,1.24068407017426E-030,TRUE,TRUE
20250821_183604_phrases_english_-1_9_5,phrases,english,9,5,0.2439,779.6991,2392,111075,566,79.3392857142857,73618,0.0000000830991684502899,4.63336374160792E-029,TRUE,TRUE
20250821_183708_phrases_english_-1_9_6,phrases,english,9,6,0.2572,877.6903,2263,112722,437,80.5157142857143,73737,0.00103293562163568,5.41566804944486E-026,TRUE,TRUE
20250821_183815_phrases_english_-1_9_7,phrases,english,9,7,0.2706,1021.4867,2134,115185,308,82.275,73839,0.0408719706077548,2.41137284795417E-020,TRUE,TRUE
20250821_183919_phrases_english_-1_9_8,phrases,english,9,8,0.2978,1169.7434,2007,119663,181,85.4735714285714,74601,0.500766393416436,0.00000945104578240805,FALSE,TRUE
20250821_184024_phrases_english_-1_9_9,phrases,english,9,9,0.2989,1224.3894,1930,122062,104,87.1871428571429,75124,0.56209268505379,0.569220227803576,FALSE,FALSE
20250821_184129_phrases_english_-1_9_10,phrases,english,9,10,0.3031,1241.8142,1885,123339,58,88.0992857142857,75539,0.171564697154242,0.254605123093794,FALSE,FALSE
20250821_184233_phrases_english_-1_9_11,phrases,english,9,11,0.3069,1245.0354,1858,123770,31,88.4071428571429,75702,0.435114494892302,0.0363064911413178,FALSE,TRUE
20250821_184338_phrases_english_-1_9_12,phrases,english,9,12,0.3087,1246.646,1840,124073,12,88.6235714285714,75818,0.241431717565178,0.00758481177543162,FALSE,TRUE
20250821_184440_phrases_english_-1_9_13,phrases,english,9,13,0.3104,1247.0354,1832,124199,3,88.7135714285714,75872,0.329137126166139,0.00758481177543162,FALSE,TRUE
20250821_184542_phrases_english_-1_9_14,phrases,english,9,14,0.3103,1247.0354,1830,124230,0,88.7357142857143,75890,0.435114494892302,0.00758481177543162,FALSE,TRUE
20250821_184643_phrases_english_-1_9_15,phrases,english,9,15,0.3103,1247.0354,1830,124230,0,88.7357142857143,75890,0.435114494892302,0.00758481177543162,FALSE,TRUE
20250821_184744_phrases_english_-1_9_16,phrases,english,9,16,0.3103,1247.0354,1830,124230,0,88.7357142857143,75890,0.435114494892302,0.00758481177543162,FALSE,TRUE
20250821_184846_phrases_english_-1_9_17,phrases,english,9,17,0.3103,1247.0354,1830,124230,0,88.7357142857143,75890,0.435114494892302,0.00758481177543162,FALSE,TRUE
20250821_184947_phrases_english_-1_9_24,phrases,english,9,24,0.3103,1247.0354,1830,124230,0,88.7357142857143,75890,0.435114494892302,0.00758481177543162,FALSE,TRUE
20250821_185048_phrases_english_-1_9_48,phrases,english,9,48,0.3103,1247.0354,1830,124230,0,88.7357142857143,75890,0.435114494892302,0.00758481177543162,FALSE,TRUE
20250821_185148_phrases_english_-1_10_0,phrases,english,10,0,0.2345,659.1062,2384,108086,665,77.2042857142857,72858,0.00000000350482833123489,4.35260167431515E-032,TRUE,TRUE
20250821_185253_phrases_english_-1_10_1,phrases,english,10,1,0.2343,661.3982,2382,108086,663,77.2042857142857,72793,0.00000000350482833123489,4.35260167431515E-032,TRUE,TRUE
20250821_185400_phrases_english_-1_10_2,phrases,english,10,2,0.235,670.6106,2375,108129,656,77.235,72741,0.00000000350482833123489,4.35260167431515E-032,TRUE,TRUE
20250821_185504_phrases_english_-1_10_3,phrases,english,10,3,0.236,676.0265,2352,108284,633,77.3457142857143,72700,0.0000000121596032326563,4.35260167431515E-032,TRUE,TRUE
20250821_185610_phrases_english_-1_10_4,phrases,english,10,4,0.245,698.3186,2298,108895,579,77.7821428571429,72637,0.000000126077153217177,2.43784212360536E-030,TRUE,TRUE
