RUN_ID,MODE,STOPWORDS,MIN_FREQ,MIN_PMI,MAP,POSTINGS_COST,DICT_SIZE,TERMS_SIZE,NGRAMS,AVGDL,SUMDF, p_value_map,p_value_cip,p_MAP <0.05,p_CiP < 0.05
20250821_160446_phrases_english_-1_1_11,phrases,english,1,11,0.2987,1433.1504,7730,135702,2010,96.93,85361,0.0263016651311223,3.35638779268828E-024,TRUE,TRUE
20250821_160604_phrases_english_-1_1_12,phrases,english,1,12,0.3027,1436.3982,7220,136986,1305,97.8471428571429,85910,0.105342268874605,2.16586324612925E-018,FALSE,TRUE
20250821_160725_phrases_english_-1_1_13,phrases,english,1,13,0.3064,1423,6885,137827,779,98.4478571428572,86301,0.140895423598481,0.000000000000454747350886464,FALSE,TRUE
20250821_160840_phrases_english_-1_1_14,phrases,english,1,14,0.306,1423.3451,6714,138289,451,98.7778571428571,86539,1,0.0000019073486328125,FALSE,TRUE
20250821_160959_phrases_english_-1_1_15,phrases,english,1,15,0.3061,1423.3894,6627,138579,258,98.985,86697,1,0.0000152587890625,FALSE,TRUE
20250821_161116_phrases_english_-1_1_16,phrases,english,1,16,0.3061,1423.5487,6593,138733,129,99.095,86796,0.803619384765625,0.015625,FALSE,TRUE
20250821_161232_phrases_english_-1_1_17,phrases,english,1,17,0.306,1423.6018,6598,138829,44,99.1635714285714,86872,1,0.5,FALSE,FALSE
20250821_161344_phrases_english_-1_1_24,phrases,english,1,24,0.306,1423.6195,6639,138873,0,99.195,86916,,,TRUE,TRUE
20250821_161455_phrases_english_-1_1_48,phrases,english,1,48,0.306,1423.6195,6639,138873,0,99.195,86916,,,TRUE,TRUE
20250821_161601_phrases_english_-1_2_0,phrases,english,2,0,0.1657,492.4425,10740,105739,6586,75.5278571428571,79664,4.09872814875553E-016,1.92592994438724E-034,TRUE,TRUE
20250821_161715_phrases_english_-1_2_1,phrases,english,2,1,0.1664,506.5664,10666,105816,6512,75.5828571428571,79489,4.09872814875553E-016,1.92592994438724E-034,TRUE,TRUE
20250821_161827_phrases_english_-1_2_2,phrases,english,2,2,0.1683,531.4513,10427,106096,6273,75.7828571428571,79150,6.12871653725238E-017,1.92592994438724E-034,TRUE,TRUE
20250821_161940_phrases_english_-1_2_3,phrases,english,2,3,0.1699,562.3274,10036,106808,5881,76.2914285714286,79059,2.54495991808161E-015,1.92592994438724E-034,TRUE,TRUE
20250821_162106_phrases_english_-1_2_4,phrases,english,2,4,0.18,596.5664,9433,108408,5271,77.4342857142857,79099,0.0000000000000147275157422573,1.92592994438724E-034,TRUE,TRUE
20250821_162231_phrases_english_-1_2_5,phrases,english,2,5,0.1986,697.8496,8641,111018,4475,79.2985714285714,79410,0.000000000000226015028384388,1.92592994438724E-034,TRUE,TRUE
20250821_162353_phrases_english_-1_2_6,phrases,english,2,6,0.2172,832.0619,7697,114500,3528,81.7857142857143,79898,0.0000000000376517733632375,1.92592994438724E-034,TRUE,TRUE
